name,place_id,author_name,author_url,language,original_language,profile_photo_url,rating,relative_time_description,text,time,translated
The Milbank Arms,ChIJIxq4zLuofkgR9Jv5C6gpl_o,Diane Barton,https://www.google.com/maps/contrib/110079370961822560289/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxbSC-VWDO02eKoY_9SN8fkVENbdXHj3GrTPsAUz=s128-c0x00000000-cc-rp-mo,5,2 weeks ago,"Had a truly delicious Sunday lunch this weekend. Food heavenly, vegetables cooked to perfection and perfect Yorkshire pudding. Staff friendly and helpful. Would highly recommend Excellent value,many thanks  👌",1682352761,False
The Milbank Arms,ChIJIxq4zLuofkgR9Jv5C6gpl_o,Mark Cox,https://www.google.com/maps/contrib/111225916516536723807/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxYG_L670uMZzpUI1EvbLkSrMYI6hfTEALAwjWZP=s128-c0x00000000-cc-rp-mo,5,3 weeks ago,Lovely meal last night. Highly recommend the duck balls and arrancini starters. The veg with the steak pie came with a bit of crunch - perfect. Will be back to try more. Nice atmosphere and friendly staff.,1681458879,False
The Milbank Arms,ChIJIxq4zLuofkgR9Jv5C6gpl_o,Stephen Storr,https://www.google.com/maps/contrib/111003642816564775685/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxbr_3juNqu96tREv3vn04D7V-Sr6jlwYWIhzsuP=s128-c0x00000000-cc-rp-mo,5,2 months ago,Stopped for a light lunch. The landlord very friendly & welcoming. Food excellent Must return next time travelling up North,1677685833,False
The Milbank Arms,ChIJIxq4zLuofkgR9Jv5C6gpl_o,KT M,https://www.google.com/maps/contrib/102407175790777150259/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxbAEEmvQc6a2xCcqT41FFKWsYICXUT3EI41gcXmcxE=s128-c0x00000000-cc-rp-mo-ba8,3,6 years ago,Lovely staff but food is average. Has a good function room for larger parties but all in all me and my husband didn't love the food. Mum and dad liked it so that's all that matters.,1486765777,False
The Sprouted Kitchen,ChIJh_dwnzinfkgRIWwncEZNh5I,Bee,https://www.google.com/maps/contrib/103889210598738469581/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxbh8zqAnOv1sIHmhb3qFox_XTi7WyMP8hcAv6Wc=s128-c0x00000000-cc-rp-mo-ba3,5,a month ago,"An absolute gem!  We have had large platters in our office for the last two years running. They provide a wide range of vegan options that are gorgeous, and it does not feel like a hassle when we request them!  Really friendly service & at a good price too. It's my go-to lunch spot in Bedale now.",1680001197,False
The Sprouted Kitchen,ChIJh_dwnzinfkgRIWwncEZNh5I,Sheridan Parsons,https://www.google.com/maps/contrib/104423161114603858761/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5Ttuz_DZ4N0f_sy7VOCRiOsPLIta5jMs4tWE_mYeIg=s128-c0x00000000-cc-rp-mo-ba5,5,7 months ago,"What a find! This is a foodies paradise with excellent choices for veggies as well as meat dishes. Service was warm, friendly, and helpful, dealing with our allergies sensibly and knowledgably. Our meals were served promptly. The food was delicious and the drinks were good quality and piping hot! We will definitely return!",1664043707,False
The Sprouted Kitchen,ChIJh_dwnzinfkgRIWwncEZNh5I,Derek Forster,https://www.google.com/maps/contrib/103407478284725736829/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxZTNfg2Ig82qI-JekuqRr9EESIhnhtsyEgC7qpd=s128-c0x00000000-cc-rp-mo,5,a month ago,Best food in Bedale excellent staff and wonderful service. The quality and presentation of the meals is beautiful. They are only open from Thursday to Saturday. They are located on the bridge over the river and have both inside and outside seating. It's not possible to park here but a large car park is located on other side of the main road. It is a 8 minute walk from town centre.,1680965009,False
The Sprouted Kitchen,ChIJh_dwnzinfkgRIWwncEZNh5I,K Elf,https://www.google.com/maps/contrib/110170592806199038937/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5SzfLgrNr0x72Qn-rwtLTDgJ32YFTtGgFPmQT8KUA=s128-c0x00000000-cc-rp-mo-ba5,5,a year ago,Found this cute little place while traveling and it’s definitely worth the visit. Super delicious food and little bits and bobs throughout the shop to browse and purchase. Would definitely love to sit outside to watch the river when it’s warmer!,1638018784,False
The Sprouted Kitchen,ChIJh_dwnzinfkgRIWwncEZNh5I,David Harrison,https://www.google.com/maps/contrib/110092344468533844341/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxYB84dUtNhtwQdIgxc0XOYzSpBUUvzRwj3OHUQ9=s128-c0x00000000-cc-rp-mo,5,a year ago,"This is an absolute gem of a place. It's a  cross between a great local café and a high quality brunch restaurant, all set in a slightly ramshackle but well presented cabin alongside the river. The staff are friendly, covid attentive, and really helpful. Front of house Lucy, and Chef Luke combine to make an informal meal into a real experience. Imaginative but accessible cooking which  adds plenty of interesting flavours and textures to typical brunch dishes and daily specials. Great value, great service and brilliant food.",1634924130,False
Pinch of This,ChIJV9Hix3ymfkgRwaSfmu29sS8,Richard,https://www.google.com/maps/contrib/108514287451432543872/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxa3uwC2ltNflA7xxoiQHe_0vtM3VbIbzWE8Dv92=s128-c0x00000000-cc-rp-mo-ba3,5,7 months ago,"3 of us had a wonderful lunch here, Two had the cooked breakfast and said it was all super quality. In particular they both praised the sausages, which is incredible as one is very fussy about them!  I myself had a toasted sandwich and it was great, again quality ingredients and a lovely fresh salad with dressing.  Credit also to the staff/owners, everyone was really welcoming and friendly - they also went the extra mile to make sure my allergies were accommodated which was much appreciated.  Definitely would recommend and will return the next time we are in Bedale.",1665531146,False
Pinch of This,ChIJV9Hix3ymfkgRwaSfmu29sS8,Jane Murdoch,https://www.google.com/maps/contrib/101952795264699689593/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5SiFRxB0wPAGFk1gmW1DwAu_MMR0VJZFNsGdGeY=s128-c0x00000000-cc-rp-mo,5,2 weeks ago,Popped in here on Saturday afternoon and had a delicious snack of Rarebit on sourdough. Even though the kitchen was just on the point of closing they were very happy to squeeze us in and we are so pleased they did. Lovely food and very pleasant and friendly staff and manager. Dog friendly too (always a bonus)!  Definitely recommend and will call back in next time we’re in the area,1682357133,False
Pinch of This,ChIJV9Hix3ymfkgRwaSfmu29sS8,Jackie Aspden,https://www.google.com/maps/contrib/105990516188965270986/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxYBO2zAG3XtnvSgB4kT4aJSOKj51TmZu8sP5DA9=s128-c0x00000000-cc-rp-mo,5,6 months ago,"What a lovely cafe. First impressions were great, super clean cafe (no sticky tables here), friendly staff.  The menu was slightly different to the usual offerings which made a welcome change. I had goats cheese and onion quiche (lovely) with a fresh side salad, husband had a chorizo hash which he thoroughly enjoyed.  We also got a few cakes to take out, we haven't had them yet but they look very enticing.  To cap it all the prices seem extremely reasonable and the toilets were roomy and super clean also.  A gem of a cafe, well worth a visit.",1666971746,False
Pinch of This,ChIJV9Hix3ymfkgRwaSfmu29sS8,Jane Jackson,https://www.google.com/maps/contrib/106142929030946154523/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5SbEg9cYoCWs36tAxmZXF_y46eE6SNh6qVEW11ycg=s128-c0x00000000-cc-rp-mo,5,5 months ago,"Friendly, attentive staff. Gorgeous meat and vegan full breakfasts. Excellent coffee in a little gem of a cafe, who also bake their own scones and cakes. Bedale is also a lovely place to stop off en route on the A1M and it's only 1.5 miles from junction 51. A great find.",1668249834,False
Pinch of This,ChIJV9Hix3ymfkgRwaSfmu29sS8,Jane Rolph,https://www.google.com/maps/contrib/111046445847381552040/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxapjUAppvnPsqDDM_ThtwAoqnL7R9_UzvegUZc0=s128-c0x00000000-cc-rp-mo,5,a month ago,"Arrived for brunch on a Sunday morning, friendly welcome to us all including our three dogs.  Full breakfast was delicious, lattes hot and everything was cooked while we waited. The whole cafe had a warm friendly vibe, there were obviously regulars there who were greeted like friends. We were lucky enough to be able to buy freshly made scones before we left. My husband & I returned a little later to have our flasks filled with hot chocolate for our journey home, the drinks were still hot 3 hours later! We will certainly return if we are in Bedale again, cannot fault the service from all and we thoroughly recommend them. Thanks to you all.",1678956486,False
Spice Restaurant & Bar Bedale,ChIJgbjnv3ymfkgREM2y9HmOebo,Andrea Susan Campbell,https://www.google.com/maps/contrib/106093592503950454670/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxZWRMGQZQr4lbOFF2gX4UjYrUvUbc8rpu7ouQFE=s128-c0x00000000-cc-rp-mo-ba4,4,a month ago,"The food was lovely and plentiful. Everyone was very happy with their choices, and we shared some dishes like the Dall and naans. We noted that the takeaway side of the business was brisk and felt this may have impacted on the dining side as service was slow at times, especially the drinks. Also of note on the booths area the seating was all very tired  and in some areas in need of urgent repair. Next time, we'll ask to sit on the chairs and tables for a party of 5 rather than the booths.",1680853862,False
Spice Restaurant & Bar Bedale,ChIJgbjnv3ymfkgREM2y9HmOebo,Stephanie Fearn,https://www.google.com/maps/contrib/102901609347841733839/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxYLsAGdYZdZwzuBhq7b4sJIsbrzcWdIKjy5dfNc=s128-c0x00000000-cc-rp-mo,1,2 months ago,Absolutely terrible would never order again worst curry all 7 of us have ever tasted! Taste less bland had a lamb dish and never had any tomato or peppers in as described just full of onion,1676673604,False
Spice Restaurant & Bar Bedale,ChIJgbjnv3ymfkgREM2y9HmOebo,Peter Pearce,https://www.google.com/maps/contrib/118130095993092306320/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5TxexGHllDk4q2JsYybwjcXShJcFdRZ_qelK9Qkxw=s128-c0x00000000-cc-rp-mo,5,6 months ago,Food was excellent. The young waiter was very courteous and attentive. Overall a very pleasant experience. Definitely would eat here again.,1665685267,False
Spice Restaurant & Bar Bedale,ChIJgbjnv3ymfkgREM2y9HmOebo,Gemma Young,https://www.google.com/maps/contrib/100431898710156303088/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxby1Y1iwS315BpQ8NnVDdgntiWYo4hqzK6udM4T=s128-c0x00000000-cc-rp-mo,5,6 months ago,A beautiful meal. Service was amazing. We got a banquet meal for £14.99 per person and it was worth it. Really enjoyed it,1666559360,False
Spice Restaurant & Bar Bedale,ChIJgbjnv3ymfkgREM2y9HmOebo,Jackie Gowland,https://www.google.com/maps/contrib/117926375060635380827/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxZj8SqcyBaEDE7_OcS_iyfIGbO7-cMFUv8SOhwP=s128-c0x00000000-cc-rp-mo,4,a month ago,Food was lovely and waiters very friendly. Would definitely go back again,1681074947,False
ABP Food Group,ChIJZVkK7zmkfkgR8u5nVGiLWj8,Mr. Andrew Lxadxxk,https://www.google.com/maps/contrib/112207684390329270234/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5TcoqKHnAJpJapWOd-AikT2PNfVYVQOEpygOwerjUc=s128-c0x00000000-cc-rp-mo-ba4,3,4 years ago,"As a HGV driver u will spend more time waiting then u can imagine, and that's how is looks like them HGV waiting area. At all not too bid, bit the time here is just ......",1555499140,False
ABP Food Group,ChIJZVkK7zmkfkgR8u5nVGiLWj8,Ballemc Kenny,https://www.google.com/maps/contrib/116943120164765390273/reviews,en-US,hu,https://lh3.googleusercontent.com/a-/ACB-R5TGnIvimwmC6_-k8HS1cRLeiqdZn6xbiS1Ac_Sq=s128-c0x00000000-cc-rp-mo-ba4,5,3 years ago,"Dale food is also stored here. Correct, clean, humane warehouse. Acceptance of the price takes time. You have to be patient here.",1571724082,True
McDonald's,ChIJLTkf_TGkfkgRNxGSB-cjGyU,Chris Wells,https://www.google.com/maps/contrib/101726466052693008182/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5QzFwphq6_l-htznQZmx6MrYER8pe-lfvLhmaNlJg=s128-c0x00000000-cc-rp-mo-ba5,4,8 months ago,"Set within Leeming bar services I've called in many times and always had good service. Busy at peak times but good service and plenty of parking. Always found the place clean including the toilets. Handy location, follow the signs for Leeming bar services and take the road running parallel to the A1 north.",1662398490,False
McDonald's,ChIJLTkf_TGkfkgRNxGSB-cjGyU,Andrew Cartwright,https://www.google.com/maps/contrib/107946195285827618471/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5RUisYyosd-22H_r4eFMuGjvwkjOiNHwc57fPQqOQ=s128-c0x00000000-cc-rp-mo-ba6,3,a month ago,"Another McDonalds, this time for breakfast - kids were keen, and actually I usually prefer the McD's breakfast.... this one is situated at the services, although when I say services I use the term loosely as the McD's has it's own separate building set round the back. If you mistakingly park in the normal car park then you have to walk all way round. It's not clear when you drive into services that the McD's has its own car park with drive thru.  Machines to order were a bit 50/50, the place was fairly busy which also meant a small wait, but also what appeared to be grumpy staff! Not a major issue, just wasn't a great experience and another McD's with no real soul or anything that stands out to differentiate it from any others.",1680893701,False
McDonald's,ChIJLTkf_TGkfkgRNxGSB-cjGyU,marc worsey,https://www.google.com/maps/contrib/100405205556811350550/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5T8Z_hlVwA1uAk5afHxcvn3iTBd05QCTyQfeq72ew=s128-c0x00000000-cc-rp-mo-ba5,5,3 months ago,Above average Maccies. Food hot and fast helpful polite staff. Clean and Maccies armchairs. Went at 13.30 on a Friday and it was surprisingly quiet,1673617758,False
McDonald's,ChIJLTkf_TGkfkgRNxGSB-cjGyU,Sam Sorsky,https://www.google.com/maps/contrib/117195017385461387877/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5Qo1OpNqdLF8tK4y8MFFYSSJU-ALk5qq2o2ETY8-A=s128-c0x00000000-cc-rp-mo,1,3 months ago,"Fries were grainy as they were clearly made from poor quality potatoes, triple cheeseburger was dry and bun was old. Ordered two apple pies and was told to wait for them, then the bag was brought out and didn’t have any apple pies in! Absolutely ridiculous never coming back to this godforsaken McDonald’s ever again and would recommend anyone else to avoid it like the plague.",1673789875,False
McDonald's,ChIJLTkf_TGkfkgRNxGSB-cjGyU,Ray Warren,https://www.google.com/maps/contrib/102213711023086599705/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5QpmIxXmHewvY8lEB3VtFR_iTxFPmdGXrgiyNCmn7g=s128-c0x00000000-cc-rp-mo,1,a month ago,"I need to say that my first AND only visit to this place was over a year ago now and it was truly DIRE!  The place and surrounding was really scruffy and very untidy and as for the actual meal - UNBELIEVABLE - if this rubbish was served up in America they would be kicked out of the country for treating customers with contempt!  The double  cheeseburger was a fraction of the size it used to be, tasted like something from a garbage can, with very very little dressing (lettuce etc) it would not have filled a baby mouse, i was truly disgusted by the amount, the whole thing was on the cold side!  After 10 minutes i was ready for something to eat, I would honestly say that this nranch is THE worst in ENGLAND but after this visit i have absolutely no wish to travel the country sampling outdated branches with ppor examples of the famous Mcdonald meals - truly gruesome experience Maccys",1680523692,False
The Reubens,ChIJMSn0Ma6lfkgRYW0Mqn8miqo,JK Silver,https://www.google.com/maps/contrib/103892053852058268427/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5Rlb9n8q9f66ZfdhmAQJk1nyAxoM04D0we7lM5v=s128-c0x00000000-cc-rp-mo,5,8 months ago,We stopped off for just one night after a long drive from Devon on the way to Edinburgh. This was such a welcoming place with lovely staff. We arrived too late for a meal but we had messaged ahead and there were plates of delicious salad and sandwiches waiting for us. The room we booked was small but really comfortable with a great shower and a very comfortable bed. Everything was clean and fresh. The location is really close to the A1 so it's extremely handy but quiet too. We had no time to explore the area but there are some lovely spots around there.,1661065017,False
The Reubens,ChIJMSn0Ma6lfkgRYW0Mqn8miqo,Rob Hamilton,https://www.google.com/maps/contrib/117521778962370410138/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5S09zfypz11CkiCNj5DCl0LD25qMIkQwBC-CDoj8VQ=s128-c0x00000000-cc-rp-mo-ba3,5,5 months ago,"We stayed here Sat 19.11.22 after visiting the Polar Express attraction which was around the corner. Lovely place! the staff were all really friendly, the food was excellent and the room really nice.  Thank you, might see you again next year for Polar Express round 2 :)",1669020620,False
The Reubens,ChIJMSn0Ma6lfkgRYW0Mqn8miqo,Anthony Scully,https://www.google.com/maps/contrib/101137841867703419690/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxaVkdMxFVM0JN-lcDXTuixw5XK31jZQewQyH8zv=s128-c0x00000000-cc-rp-mo,5,4 months ago,"The staff at the Rubens made a special family affair very very special indeed. Extremely grateful thanks to Sandra and her team for accommodating the Scullys and Thompsons in such splendid fashion. The food and service were impeccable, and it was a joy to enjoy such a special afternoon. Have a lovely Christmas all of you and thanks again.",1671276806,False
The Reubens,ChIJMSn0Ma6lfkgRYW0Mqn8miqo,Sarah Short,https://www.google.com/maps/contrib/111493962490815213983/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxYZQAymFePnJqL09n8gaXniBXyRU3y5j3_RzI7Q=s128-c0x00000000-cc-rp-mo,5,3 months ago,"Got a take away Sunday dinner as we were poorly, it was a hot delicious  treat. Good sized portion well packed up.",1674919095,False
The Reubens,ChIJMSn0Ma6lfkgRYW0Mqn8miqo,Julie Portman,https://www.google.com/maps/contrib/105634687395221795802/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxbBfcCM7zWR4l72OFOcVT67Q2J-dw1HjejvTZs7=s128-c0x00000000-cc-rp-mo,3,3 months ago,"The hotl was OK, but no windows in the room made it really claustrophobic. The staff around the breakfast tables were really nice.",1673967164,False
ABP Wessex Foods,ChIJqeGOWDqkfkgRxv0JdPlYwOs,David Lacy,https://www.google.com/maps/contrib/107283663436699659029/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxZgJbk69TpwAYytOfliEfHxCYLeMhY6k86tkdul=s128-c0x00000000-cc-rp-mo,3,a year ago,Went with work not bad,1642183090,False
ABP Wessex Foods,ChIJqeGOWDqkfkgRxv0JdPlYwOs,Sharron Pattison,https://www.google.com/maps/contrib/112760545809744940241/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxYLdPSJsbpsKh1dCORUrllACA1VhzzZiSIU-9_Q=s128-c0x00000000-cc-rp-mo,1,3 years ago,Do not buy there quarter pounder burgers they are really bad.,1562797526,False
ABP Wessex Foods,ChIJqeGOWDqkfkgRxv0JdPlYwOs,Charlotte Shaw,https://www.google.com/maps/contrib/110829452625097025435/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxbxJawgLWgMhPiFfz7Qqs2aAPEVcFud7l-78GRL=s128-c0x00000000-cc-rp-mo,1,4 years ago,Got be the worst place I have ever tipped in a while worse,1554364685,False
ABP Wessex Foods,ChIJqeGOWDqkfkgRxv0JdPlYwOs,Darwin Pico Dongallo,https://www.google.com/maps/contrib/102928564006001348162/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5Q1EKcboxSF2Fx65rHEcQ1dMJ-OHccNVhRLwggY2Q=s128-c0x00000000-cc-rp-mo,5,7 months ago,Love it,1664472213,False
ABP Wessex Foods,ChIJqeGOWDqkfkgRxv0JdPlYwOs,brendan o'sullivan,https://www.google.com/maps/contrib/116677999620914249173/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5SXkSaWdnawXItYyjwUmkMgl3lguXVeT87Gu8QN=s128-c0x00000000-cc-rp-mo-ba3,1,4 years ago,Slow Downey bastards 6 hour tip,1527766706,False
Black Sheep Brewery,ChIJcXvQuD-ofkgRy3yJtCyEUFU,Joe McAtominey,https://www.google.com/maps/contrib/104748371825551294130/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxZ-GKEVo_lDNErwLNs-eTNkPqfQyBuuYBSNivUK=s128-c0x00000000-cc-rp-mo-ba4,5,5 months ago,"Fantastic place to visit, very informative tour guide. Lovely beers to finish off with. My wife and I chose to have three thirds of a pint tasters. The guide and the barman helped us make our choices which were perfect. After sampling the three we went to the on site shop to purchase some of their lovely beers. Hope to have a return trip in the spring",1668421351,False
Black Sheep Brewery,ChIJcXvQuD-ofkgRy3yJtCyEUFU,Lisa Battams-Scott,https://www.google.com/maps/contrib/107736289596490882256/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxYnbSRDHDcVpIurvTsCWTNsEG6HSsxSej3lIl9G=s128-c0x00000000-cc-rp-mo,5,7 months ago,"Fabulous trip. We booked a tour at 11.30am for 1 hour, the guide spoke about how the brewery started and walked the group around the brewery. We had a tasting session and for those that didn't participate in the sampling there was a free bottle to take out. We had lunch there too and spent some time in the merchandise shop. Definitely worth a visit very enjoyable.",1665153132,False
Black Sheep Brewery,ChIJcXvQuD-ofkgRy3yJtCyEUFU,ade0410,https://www.google.com/maps/contrib/110976359246493181069/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5Qnrzx3LhX43ydzX7wS2paYRgaejOs9X1PvJLh4pQ=s128-c0x00000000-cc-rp-mo-ba7,5,a year ago,"Excellent drinks and food. Good atmosphere, friendly staff and service. Plenty of tables and worth booking if you're eating. Excellent selection of beers and craft ales. Really pleased they have gluten free options available for drinks and food. Gluten free drinks are their cider on draught or Wold Top Against the Grain and Daura. Overall an excellent experience. They also offer tours and have a shop on site. Highly recommended.",1650095542,False
Black Sheep Brewery,ChIJcXvQuD-ofkgRy3yJtCyEUFU,Fergus MacDermot,https://www.google.com/maps/contrib/102367187930976180231/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5TtHB6HAtgJ7NIpcwDCWTBCyhL666M6E_5CiDsq2Q=s128-c0x00000000-cc-rp-mo-ba6,5,a month ago,As per other people the tour guide was really informative and engaging. The bar is a good place for a drink after though could do with a few more seats in that area. There are plenty in the restaurant area. Tour is a learning experience but they could be a little more generous with the vouchers. One pint is probably the least amount I’ve had on a tour though admittedly none of those have been in the UK. Recommend.,1680684788,False
Black Sheep Brewery,ChIJcXvQuD-ofkgRy3yJtCyEUFU,Stephen Neil,https://www.google.com/maps/contrib/105928274955433213309/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5TKJ_j1KPfBBXjg7QkCSSaeGPvwTBmchY5Tk8DASL0=s128-c0x00000000-cc-rp-mo-ba4,5,a year ago,"Where do I start with this review?  What a welcoming bunch of people who run this place! From the charming and engaging tour guide Bronwyn (a near 80 year old veteran of 25 years), to the friendly and helpful lads behind the bar at the end.  They really made the experience for us, without them it would have still been an interesting tour, learning about the history of the place and the brewing process etc, but it's clear they love being a part of a real local treasure.  Would highly recommend for anyone who likes beer as you get to sample any variety you want at the end and knowing the care they've put in to it just makes you enjoy it more!  Being a 'demand only' brewery (they don't stockpile to avoid adding preservatives) they've also been hammered by the forced closure of pubs over the last 2 years, so they really need the support of visitors and new customers.  Great value, highly recommend!",1647189833,False
Samuels Restaurant,ChIJnXSc0W-pfkgRehmh7SJVHP0,Robert harris,https://www.google.com/maps/contrib/111512066116148382626/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5RrzKQta_pnE5i0Tbm8K-QN51iXxUtoDZWqU148kcA=s128-c0x00000000-cc-rp-mo,5,a month ago,"We always have a Sunday lunch here when we are in Yorkshire, wonderful old building with magnificent grounds. With the accomplish cooking and friendly service it is a pleasure to spend some time in this establishment. After missing a few visits because of the pandemic lock downs, it was good to see some old faces again.",1680611419,False
Samuels Restaurant,ChIJnXSc0W-pfkgRehmh7SJVHP0,Simon Doderer,https://www.google.com/maps/contrib/102055085824011518802/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5Ri5m0KsX6pBIpZmDVlPo3NMyJhr75EN0oa4aZS3w=s128-c0x00000000-cc-rp-mo-ba4,2,2 months ago,The setting and the staff are absolutely fantastic. The food in Samuels is unfortunately very over priced and not very good. Disappointing considering the other facilities and offerings at this place are amazing.,1677748938,False
Samuels Restaurant,ChIJnXSc0W-pfkgRehmh7SJVHP0,Thomas Kelly,https://www.google.com/maps/contrib/113592874585034777612/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5Tu-KIaW01JuVDDiUYRsPr5gy6mWFcw9GXTNlvSQTs=s128-c0x00000000-cc-rp-mo,5,a month ago,Fantastic new head chef offering a brilliant seasonal tasting menu...  We had a beautiful evening in great surroundings. The hotel is gradually being refurbished and when finished will match the quality of the food.  Our only feedback for our tasting menu was our main course of lamb. We felt it either needed to be bigger or presented on a smaller plate. Unfortunately it was a little lost in a sea of porcelain!  Overall a lovely evening and we hope the new head chef brings success to the hotel.,1680987951,False
Harry's Traditional Fish and Chips,ChIJ_9j4Qz-ofkgRNLibFOcB3j0,Aimee Comby,https://www.google.com/maps/contrib/108776578462472566743/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxYxxXsTfSPcHyaJ_JFAX3GtjEZK0pj_vYgfybiF=s128-c0x00000000-cc-rp-mo,5,8 months ago,"Absolutely beautiful! Crispy batter, non greasy & great portion size! The best we've had in a very long time. Curry sauce was fab too! Friendly & helpful staff. Would definitely come again, worth the 1.5hr drive 😁",1660929466,False
Harry's Traditional Fish and Chips,ChIJ_9j4Qz-ofkgRNLibFOcB3j0,sharon clark,https://www.google.com/maps/contrib/114624944287901260238/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxYCWM-t37NzWuuBMroBJT0Opujce3jmcr5rt38m=s128-c0x00000000-cc-rp-mo,5,8 months ago,"First time trying here and not disappointed. Delicious fish and chips, fish fresh and not too heavily battered, chips chunky. Generous portion and great service",1660998453,False
Harry's Traditional Fish and Chips,ChIJ_9j4Qz-ofkgRNLibFOcB3j0,Alastair Swaffer,https://www.google.com/maps/contrib/118224359792480370805/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5SI-pCjopm04Lgxc8hmoBt2hya_GiWbDkOerzZPBQ=s128-c0x00000000-cc-rp-mo-ba4,3,6 months ago,Average fish and chips. Fish was rather oily although chips were good. Suspect the oil needed changing.,1666552736,False
Harry's Traditional Fish and Chips,ChIJ_9j4Qz-ofkgRNLibFOcB3j0,Simon Leventhal,https://www.google.com/maps/contrib/110391552009269999031/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5Rcnzp4PWAL-zZWQLGrhcYPMOfaGznkhWQT7NAEgQ=s128-c0x00000000-cc-rp-mo-ba4,4,6 years ago,Excellent fish and chips. Well fried and nice and dry. Not the cheapest around - perhaps because it's the only fish restaurant in the area?,1471731413,False
Harry's Traditional Fish and Chips,ChIJ_9j4Qz-ofkgRNLibFOcB3j0,This Pretty Room,https://www.google.com/maps/contrib/112529921147577078516/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5S4yPHSsPbp3RauMZBru0-Hh-ftRY4uH_3aX43Hfw=s128-c0x00000000-cc-rp-mo,5,a year ago,Staying locally and tried Harry’s tonight. Wonderful fish and chips with wonderful service! Highly recommend 🤩,1630177993,False
The Wensleydale Hotel,ChIJLbAhvnkbfEgRd3XhF37PL8Q,Linda Place,https://www.google.com/maps/contrib/108059459612097928213/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5QgOeyI7AANJPNot7nl6D6GlpQbpDzyxahBf2v9A5U=s128-c0x00000000-cc-rp-mo-ba4,5,4 months ago,We would like to thank Fiona and the rest of the staff for making our stay over the New Year an enjoyable experience. We stayed for 3 nights with our dog and were made to feel welcome. Its nice to find a hotel that makes dogs welcome as well.  The room was comfortable and the food and service from all of the staff was excellent. The location of the Wensleydale is great for exploring the area. We would definitely recommend.,1672768483,False
